carid,mpgcity,mpghighway,mpgmixed
255,32.400000000000006,54.0,43.2
256,52.650000000000006,87.75,70.2
257,38.88,64.80000000000001,51.84
258,30.240000000000002,50.4,40.32
259,38.88,64.80000000000001,51.84
260,52.650000000000006,87.75,70.2
261,30.240000000000002,50.4,40.32
262,34.56,57.60000000000001,46.080000000000005
263,32.400000000000006,54.0,43.2
264,32.400000000000006,54.0,43.2
265,52.650000000000006,87.75,70.2
266,37.800000000000004,63.00000000000001,50.400000000000006
267,42.120000000000005,70.2,56.160000000000004
268,63.17999999999999,105.3,84.24
269,15.840000000000003,26.400000000000006,21.120000000000005
270,40.5,67.5,54.0
271,40.5,67.5,54.0
272,64.80000000000001,108.0,86.4
273,21.599999999999998,36.0,28.799999999999997
274,54.0,90.0,72.0
275,37.800000000000004,63.00000000000001,50.400000000000006
276,52.650000000000006,87.75,70.2
277,42.120000000000005,70.2,56.160000000000004
278,45.9,76.5,61.199999999999996
279,32.400000000000006,54.0,43.2
280,48.599999999999994,81.0,64.8
281,37.125,61.875,49.5
282,63.17999999999999,105.3,84.24
283,81.0,135.0,108.0
284,19.439999999999998,32.4,25.919999999999998
285,81.0,135.0,108.0
286,48.599999999999994,81.0,64.8
287,34.56,57.60000000000001,46.080000000000005
288,38.88,64.80000000000001,51.84
289,19.439999999999998,32.4,25.919999999999998
290,52.650000000000006,87.75,70.2
291,48.599999999999994,81.0,64.8
292,45.9,76.5,61.199999999999996
293,54.0,90.0,72.0
294,45.9,76.5,61.199999999999996
295,48.599999999999994,81.0,64.8
296,37.800000000000004,63.00000000000001,50.400000000000006
297,32.400000000000006,54.0,43.2
298,34.56,57.60000000000001,46.080000000000005
299,37.125,61.875,49.5
300,21.599999999999998,36.0,28.799999999999997
301,64.80000000000001,108.0,86.4
302,32.400000000000006,54.0,43.2
303,38.88,64.80000000000001,51.84
304,21.599999999999998,36.0,28.799999999999997
305,34.56,57.60000000000001,46.080000000000005
306,45.9,76.5,61.199999999999996
307,19.439999999999998,32.4,25.919999999999998
308,52.650000000000006,87.75,70.2
309,21.599999999999998,36.0,28.799999999999997
310,48.599999999999994,81.0,64.8
311,45.9,76.5,61.199999999999996
312,36.449999999999996,60.74999999999999,48.599999999999994
313,37.125,61.875,49.5
314,81.0,135.0,108.0
315,19.439999999999998,32.4,25.919999999999998
316,32.400000000000006,54.0,43.2
317,40.5,67.5,54.0
318,48.599999999999994,81.0,64.8
319,52.650000000000006,87.75,70.2
320,32.400000000000006,54.0,43.2
321,64.80000000000001,108.0,86.4
322,42.120000000000005,70.2,56.160000000000004
323,38.88,64.80000000000001,51.84
324,32.400000000000006,54.0,43.2
325,38.88,64.80000000000001,51.84
326,15.840000000000003,26.400000000000006,21.120000000000005
327,15.840000000000003,26.400000000000006,21.120000000000005
328,21.599999999999998,36.0,28.799999999999997
329,32.400000000000006,54.0,43.2
330,37.800000000000004,63.00000000000001,50.400000000000006
331,64.80000000000001,108.0,86.4
332,45.9,76.5,61.199999999999996
333,21.599999999999998,36.0,28.799999999999997
334,37.125,61.875,49.5
335,21.599999999999998,36.0,28.799999999999997
336,52.650000000000006,87.75,70.2
337,36.449999999999996,60.74999999999999,48.599999999999994
338,37.125,61.875,49.5
339,36.449999999999996,60.74999999999999,48.599999999999994
340,36.449999999999996,60.74999999999999,48.599999999999994
341,63.17999999999999,105.3,84.24
342,19.439999999999998,32.4,25.919999999999998
343,15.840000000000003,26.400000000000006,21.120000000000005
344,32.400000000000006,54.0,43.2
345,54.0,90.0,72.0
346,21.599999999999998,36.0,28.799999999999997
347,32.400000000000006,54.0,43.2
348,27.0,45.0,36.0
349,30.240000000000002,50.4,40.32
350,36.449999999999996,60.74999999999999,48.599999999999994
351,32.400000000000006,54.0,43.2
352,38.88,64.80000000000001,51.84
353,36.449999999999996,60.74999999999999,48.599999999999994
354,30.240000000000002,50.4,40.32
355,32.400000000000006,54.0,43.2
356,42.120000000000005,70.2,56.160000000000004
357,34.56,57.60000000000001,46.080000000000005
358,54.0,90.0,72.0
359,52.650000000000006,87.75,70.2
360,54.0,90.0,72.0
361,19.439999999999998,32.4,25.919999999999998
362,63.17999999999999,105.3,84.24
363,32.400000000000006,54.0,43.2
364,32.400000000000006,54.0,43.2
365,32.400000000000006,54.0,43.2
366,42.120000000000005,70.2,56.160000000000004
367,54.0,90.0,72.0
368,27.0,45.0,36.0
369,40.5,67.5,54.0
370,40.5,67.5,54.0
371,27.0,45.0,36.0
372,32.400000000000006,54.0,43.2
373,30.240000000000002,50.4,40.32
374,27.0,45.0,36.0
375,37.125,61.875,49.5
376,30.240000000000002,50.4,40.32
377,63.17999999999999,105.3,84.24
378,30.240000000000002,50.4,40.32
379,36.449999999999996,60.74999999999999,48.599999999999994
380,38.88,64.80000000000001,51.84
381,81.0,135.0,108.0
382,21.599999999999998,36.0,28.799999999999997
383,36.449999999999996,60.74999999999999,48.599999999999994
384,40.5,67.5,54.0
385,36.449999999999996,60.74999999999999,48.599999999999994
386,19.439999999999998,32.4,25.919999999999998
387,38.88,64.80000000000001,51.84
388,21.599999999999998,36.0,28.799999999999997
389,32.400000000000006,54.0,43.2
390,63.17999999999999,105.3,84.24
391,32.400000000000006,54.0,43.2
392,19.439999999999998,32.4,25.919999999999998
393,52.650000000000006,87.75,70.2
394,81.0,135.0,108.0
395,63.17999999999999,105.3,84.24
396,63.17999999999999,105.3,84.24
397,54.0,90.0,72.0
398,42.120000000000005,70.2,56.160000000000004
399,63.17999999999999,105.3,84.24
400,42.120000000000005,70.2,56.160000000000004
401,32.400000000000006,54.0,43.2
402,64.80000000000001,108.0,86.4
403,45.9,76.5,61.199999999999996
404,64.80000000000001,108.0,86.4
405,36.449999999999996,60.74999999999999,48.599999999999994
406,52.650000000000006,87.75,70.2
407,37.800000000000004,63.00000000000001,50.400000000000006
408,63.17999999999999,105.3,84.24
409,64.80000000000001,108.0,86.4
410,45.9,76.5,61.199999999999996
411,64.80000000000001,108.0,86.4
412,15.840000000000003,26.400000000000006,21.120000000000005
413,19.439999999999998,32.4,25.919999999999998
414,36.449999999999996,60.74999999999999,48.599999999999994
415,19.439999999999998,32.4,25.919999999999998
416,38.88,64.80000000000001,51.84
417,32.400000000000006,54.0,43.2
418,63.17999999999999,105.3,84.24
419,64.80000000000001,108.0,86.4
420,19.439999999999998,32.4,25.919999999999998
421,15.840000000000003,26.400000000000006,21.120000000000005
422,38.88,64.80000000000001,51.84
423,19.439999999999998,32.4,25.919999999999998
424,64.80000000000001,108.0,86.4
425,36.449999999999996,60.74999999999999,48.599999999999994
426,52.650000000000006,87.75,70.2
427,30.240000000000002,50.4,40.32
428,38.88,64.80000000000001,51.84
429,52.650000000000006,87.75,70.2
430,15.840000000000003,26.400000000000006,21.120000000000005
431,42.120000000000005,70.2,56.160000000000004
432,48.599999999999994,81.0,64.8
433,32.400000000000006,54.0,43.2
434,19.439999999999998,32.4,25.919999999999998
435,30.240000000000002,50.4,40.32
436,63.17999999999999,105.3,84.24
437,15.840000000000003,26.400000000000006,21.120000000000005
438,21.599999999999998,36.0,28.799999999999997
439,38.88,64.80000000000001,51.84
440,37.800000000000004,63.00000000000001,50.400000000000006
441,52.650000000000006,87.75,70.2
442,63.17999999999999,105.3,84.24
443,32.400000000000006,54.0,43.2
444,32.400000000000006,54.0,43.2
445,27.0,45.0,36.0
446,19.439999999999998,32.4,25.919999999999998
447,40.5,67.5,54.0
448,54.0,90.0,72.0
449,27.0,45.0,36.0
450,48.599999999999994,81.0,64.8
451,54.0,90.0,72.0
452,42.120000000000005,70.2,56.160000000000004
453,15.840000000000003,26.400000000000006,21.120000000000005
454,19.439999999999998,32.4,25.919999999999998
455,40.5,67.5,54.0
456,52.650000000000006,87.75,70.2
457,32.400000000000006,54.0,43.2
458,81.0,135.0,108.0
459,36.449999999999996,60.74999999999999,48.599999999999994
460,54.0,90.0,72.0
461,40.5,67.5,54.0
462,64.80000000000001,108.0,86.4
463,52.650000000000006,87.75,70.2
464,81.0,135.0,108.0
465,63.17999999999999,105.3,84.24
466,34.56,57.60000000000001,46.080000000000005
467,37.125,61.875,49.5
468,34.56,57.60000000000001,46.080000000000005
469,40.5,67.5,54.0
470,52.650000000000006,87.75,70.2
471,32.400000000000006,54.0,43.2
472,38.88,64.80000000000001,51.84
473,32.400000000000006,54.0,43.2
474,63.17999999999999,105.3,84.24
475,30.240000000000002,50.4,40.32
476,40.5,67.5,54.0
477,45.9,76.5,61.199999999999996
478,27.0,45.0,36.0
479,32.400000000000006,54.0,43.2
480,15.840000000000003,26.400000000000006,21.120000000000005
481,27.0,45.0,36.0
482,64.80000000000001,108.0,86.4
483,54.0,90.0,72.0
484,15.840000000000003,26.400000000000006,21.120000000000005
485,48.599999999999994,81.0,64.8
486,36.449999999999996,60.74999999999999,48.599999999999994
487,34.56,57.60000000000001,46.080000000000005
488,64.80000000000001,108.0,86.4
489,40.5,67.5,54.0
490,32.400000000000006,54.0,43.2
491,64.80000000000001,108.0,86.4
492,21.599999999999998,36.0,28.799999999999997
493,54.0,90.0,72.0
494,30.240000000000002,50.4,40.32
495,34.56,57.60000000000001,46.080000000000005
496,27.0,45.0,36.0
497,32.400000000000006,54.0,43.2
498,81.0,135.0,108.0
499,52.650000000000006,87.75,70.2
500,52.650000000000006,87.75,70.2
501,37.125,61.875,49.5
502,81.0,135.0,108.0
503,40.5,67.5,54.0
504,36.449999999999996,60.74999999999999,48.599999999999994
505,32.400000000000006,54.0,43.2
506,32.400000000000006,54.0,43.2
507,27.0,45.0,36.0
508,40.5,67.5,54.0
509,42.120000000000005,70.2,56.160000000000004
510,40.5,67.5,54.0
511,32.400000000000006,54.0,43.2
512,37.125,61.875,49.5
513,27.0,45.0,36.0
514,32.400000000000006,54.0,43.2
515,38.88,64.80000000000001,51.84
516,32.400000000000006,54.0,43.2
517,52.650000000000006,87.75,70.2
518,42.120000000000005,70.2,56.160000000000004
519,48.599999999999994,81.0,64.8
520,37.800000000000004,63.00000000000001,50.400000000000006
521,42.120000000000005,70.2,56.160000000000004
522,48.599999999999994,81.0,64.8
523,32.400000000000006,54.0,43.2
524,32.400000000000006,54.0,43.2
525,37.125,61.875,49.5
526,48.599999999999994,81.0,64.8
527,42.120000000000005,70.2,56.160000000000004
528,19.439999999999998,32.4,25.919999999999998
529,81.0,135.0,108.0
530,40.5,67.5,54.0
531,64.80000000000001,108.0,86.4
532,32.400000000000006,54.0,43.2
533,21.599999999999998,36.0,28.799999999999997
534,15.840000000000003,26.400000000000006,21.120000000000005
535,42.120000000000005,70.2,56.160000000000004
536,19.439999999999998,32.4,25.919999999999998
537,63.17999999999999,105.3,84.24
538,15.840000000000003,26.400000000000006,21.120000000000005
539,45.9,76.5,61.199999999999996
540,63.17999999999999,105.3,84.24
541,30.240000000000002,50.4,40.32
542,15.840000000000003,26.400000000000006,21.120000000000005
543,54.0,90.0,72.0
544,81.0,135.0,108.0
545,27.0,45.0,36.0
546,32.400000000000006,54.0,43.2
547,32.400000000000006,54.0,43.2
548,30.240000000000002,50.4,40.32
549,64.80000000000001,108.0,86.4
550,42.120000000000005,70.2,56.160000000000004
551,32.400000000000006,54.0,43.2
552,27.0,45.0,36.0
553,37.800000000000004,63.00000000000001,50.400000000000006
554,19.439999999999998,32.4,25.919999999999998
555,21.599999999999998,36.0,28.799999999999997
556,40.5,67.5,54.0
557,32.400000000000006,54.0,43.2
558,48.599999999999994,81.0,64.8
559,15.840000000000003,26.400000000000006,21.120000000000005
560,42.120000000000005,70.2,56.160000000000004
561,37.800000000000004,63.00000000000001,50.400000000000006
562,52.650000000000006,87.75,70.2
563,42.120000000000005,70.2,56.160000000000004
564,52.650000000000006,87.75,70.2
565,32.400000000000006,54.0,43.2
566,36.449999999999996,60.74999999999999,48.599999999999994
567,27.0,45.0,36.0
568,27.0,45.0,36.0
569,52.650000000000006,87.75,70.2
570,54.0,90.0,72.0
571,32.400000000000006,54.0,43.2
572,34.56,57.60000000000001,46.080000000000005
573,42.120000000000005,70.2,56.160000000000004
574,38.88,64.80000000000001,51.84
575,34.56,57.60000000000001,46.080000000000005
576,32.400000000000006,54.0,43.2
577,30.240000000000002,50.4,40.32
578,64.80000000000001,108.0,86.4
579,15.840000000000003,26.400000000000006,21.120000000000005
580,63.17999999999999,105.3,84.24
581,15.840000000000003,26.400000000000006,21.120000000000005
582,19.439999999999998,32.4,25.919999999999998
583,15.840000000000003,26.400000000000006,21.120000000000005
584,36.449999999999996,60.74999999999999,48.599999999999994
585,37.125,61.875,49.5
586,42.120000000000005,70.2,56.160000000000004
587,37.800000000000004,63.00000000000001,50.400000000000006
588,40.5,67.5,54.0
589,19.439999999999998,32.4,25.919999999999998
590,15.840000000000003,26.400000000000006,21.120000000000005
591,38.88,64.80000000000001,51.84
592,15.840000000000003,26.400000000000006,21.120000000000005
593,19.439999999999998,32.4,25.919999999999998
594,32.400000000000006,54.0,43.2
595,32.400000000000006,54.0,43.2
596,30.240000000000002,50.4,40.32
597,45.9,76.5,61.199999999999996
598,63.17999999999999,105.3,84.24
599,52.650000000000006,87.75,70.2
600,37.125,61.875,49.5
601,40.5,67.5,54.0
602,45.9,76.5,61.199999999999996
603,63.17999999999999,105.3,84.24
604,30.240000000000002,50.4,40.32
605,37.125,61.875,49.5
606,19.439999999999998,32.4,25.919999999999998
607,27.0,45.0,36.0
608,48.599999999999994,81.0,64.8
609,15.840000000000003,26.400000000000006,21.120000000000005
610,34.56,57.60000000000001,46.080000000000005
611,64.80000000000001,108.0,86.4
612,32.400000000000006,54.0,43.2
613,21.599999999999998,36.0,28.799999999999997
614,64.80000000000001,108.0,86.4
615,38.88,64.80000000000001,51.84
616,15.840000000000003,26.400000000000006,21.120000000000005
617,37.800000000000004,63.00000000000001,50.400000000000006
618,40.5,67.5,54.0
619,21.599999999999998,36.0,28.799999999999997
620,32.400000000000006,54.0,43.2
621,52.650000000000006,87.75,70.2
622,32.400000000000006,54.0,43.2
623,34.56,57.60000000000001,46.080000000000005
624,37.800000000000004,63.00000000000001,50.400000000000006
625,64.80000000000001,108.0,86.4
626,81.0,135.0,108.0
627,30.240000000000002,50.4,40.32
628,36.449999999999996,60.74999999999999,48.599999999999994
629,48.599999999999994,81.0,64.8
630,40.5,67.5,54.0
631,40.5,67.5,54.0
632,54.0,90.0,72.0
633,19.439999999999998,32.4,25.919999999999998
634,37.800000000000004,63.00000000000001,50.400000000000006
635,42.120000000000005,70.2,56.160000000000004
636,27.0,45.0,36.0
637,15.840000000000003,26.400000000000006,21.120000000000005
638,37.125,61.875,49.5
639,52.650000000000006,87.75,70.2
640,37.125,61.875,49.5
641,37.125,61.875,49.5
642,37.125,61.875,49.5
643,38.88,64.80000000000001,51.84
644,37.125,61.875,49.5
645,54.0,90.0,72.0
646,40.5,67.5,54.0
647,27.0,45.0,36.0
648,63.17999999999999,105.3,84.24
649,54.0,90.0,72.0
650,63.17999999999999,105.3,84.24
651,37.800000000000004,63.00000000000001,50.400000000000006
652,45.9,76.5,61.199999999999996
653,42.120000000000005,70.2,56.160000000000004
654,63.17999999999999,105.3,84.24
655,32.400000000000006,54.0,43.2
656,15.840000000000003,26.400000000000006,21.120000000000005
657,36.449999999999996,60.74999999999999,48.599999999999994
658,37.125,61.875,49.5
659,37.125,61.875,49.5
660,36.449999999999996,60.74999999999999,48.599999999999994
661,38.88,64.80000000000001,51.84
662,54.0,90.0,72.0
663,21.599999999999998,36.0,28.799999999999997
664,40.5,67.5,54.0
665,34.56,57.60000000000001,46.080000000000005
666,40.5,67.5,54.0
667,36.449999999999996,60.74999999999999,48.599999999999994
668,32.400000000000006,54.0,43.2
669,64.80000000000001,108.0,86.4
670,64.80000000000001,108.0,86.4
671,45.9,76.5,61.199999999999996
672,37.125,61.875,49.5
673,48.599999999999994,81.0,64.8
674,37.800000000000004,63.00000000000001,50.400000000000006
675,52.650000000000006,87.75,70.2
676,15.840000000000003,26.400000000000006,21.120000000000005
677,38.88,64.80000000000001,51.84
678,34.56,57.60000000000001,46.080000000000005
679,32.400000000000006,54.0,43.2
680,32.400000000000006,54.0,43.2
681,52.650000000000006,87.75,70.2
682,45.9,76.5,61.199999999999996
683,64.80000000000001,108.0,86.4
684,38.88,64.80000000000001,51.84
685,45.9,76.5,61.199999999999996
686,37.800000000000004,63.00000000000001,50.400000000000006
687,36.449999999999996,60.74999999999999,48.599999999999994
688,52.650000000000006,87.75,70.2
689,32.400000000000006,54.0,43.2
690,38.88,64.80000000000001,51.84
691,15.840000000000003,26.400000000000006,21.120000000000005
692,64.80000000000001,108.0,86.4
693,30.240000000000002,50.4,40.32
694,40.5,67.5,54.0
695,38.88,64.80000000000001,51.84
696,54.0,90.0,72.0
697,52.650000000000006,87.75,70.2
698,21.599999999999998,36.0,28.799999999999997
699,45.9,76.5,61.199999999999996
700,63.17999999999999,105.3,84.24
701,30.240000000000002,50.4,40.32
702,52.650000000000006,87.75,70.2
703,42.120000000000005,70.2,56.160000000000004
704,32.400000000000006,54.0,43.2
705,32.400000000000006,54.0,43.2
706,37.800000000000004,63.00000000000001,50.400000000000006
707,36.449999999999996,60.74999999999999,48.599999999999994
708,64.80000000000001,108.0,86.4
709,54.0,90.0,72.0
710,34.56,57.60000000000001,46.080000000000005
711,37.125,61.875,49.5
712,32.400000000000006,54.0,43.2
713,64.80000000000001,108.0,86.4
714,34.56,57.60000000000001,46.080000000000005
715,34.56,57.60000000000001,46.080000000000005
716,52.650000000000006,87.75,70.2
717,32.400000000000006,54.0,43.2
718,15.840000000000003,26.400000000000006,21.120000000000005
719,15.840000000000003,26.400000000000006,21.120000000000005
720,15.840000000000003,26.400000000000006,21.120000000000005
721,54.0,90.0,72.0
722,48.599999999999994,81.0,64.8
723,36.449999999999996,60.74999999999999,48.599999999999994
724,52.650000000000006,87.75,70.2
725,37.800000000000004,63.00000000000001,50.400000000000006
726,54.0,90.0,72.0
727,37.125,61.875,49.5
728,54.0,90.0,72.0
729,45.9,76.5,61.199999999999996
730,36.449999999999996,60.74999999999999,48.599999999999994
731,36.449999999999996,60.74999999999999,48.599999999999994
732,27.0,45.0,36.0
