carid,horsepower,torque,zerotosixty,topspeed
268,323.4,323.4,0,300
269,252.0,252.0,0,300
270,369.6000000000001,369.6000000000001,0,300
271,369.6000000000001,369.6000000000001,0,300
272,169.4,169.4,0,300
273,462.0,462.0,0,300
274,123.2,123.2,0,300
275,107.52000000000004,107.52000000000004,0,300
276,188.16000000000005,188.16000000000005,0,300
277,194.04000000000002,194.04000000000002,0,300
278,100.80000000000001,100.80000000000001,0,300
279,246.4,246.4,0,300
280,241.92000000000002,241.92000000000002,0,300
281,252.0,252.0,0,300
282,323.4,323.4,0,300
283,169.4,169.4,0,300
284,415.8,415.8,0,300
285,169.4,169.4,0,300
286,241.92000000000002,241.92000000000002,0,300
287,134.4,134.4,0,300
288,443.5200000000001,443.5200000000001,0,300
289,415.8,415.8,0,300
290,188.16000000000005,188.16000000000005,0,300
291,241.92000000000002,241.92000000000002,0,300
292,100.80000000000001,100.80000000000001,0,300
293,123.2,123.2,0,300
294,100.80000000000001,100.80000000000001,0,300
295,241.92000000000002,241.92000000000002,0,300
296,107.52000000000004,107.52000000000004,0,300
297,246.4,246.4,0,300
298,134.4,134.4,0,300
299,252.0,252.0,0,300
300,462.0,462.0,0,300
301,169.4,169.4,0,300
302,246.4,246.4,0,300
303,443.5200000000001,443.5200000000001,0,300
304,462.0,462.0,0,300
305,134.4,134.4,0,300
306,100.80000000000001,100.80000000000001,0,300
307,415.8,415.8,0,300
308,188.16000000000005,188.16000000000005,0,300
309,462.0,462.0,0,300
310,241.92000000000002,241.92000000000002,0,300
311,100.80000000000001,100.80000000000001,0,300
312,271.04,271.04,0,300
313,252.0,252.0,0,300
314,169.4,169.4,0,300
315,415.8,415.8,0,300
316,369.6000000000001,369.6000000000001,0,300
317,369.6000000000001,369.6000000000001,0,300
318,241.92000000000002,241.92000000000002,0,300
319,188.16000000000005,188.16000000000005,0,300
320,246.4,246.4,0,300
321,169.4,169.4,0,300
322,194.04000000000002,194.04000000000002,0,300
323,443.5200000000001,443.5200000000001,0,300
324,246.4,246.4,0,300
325,443.5200000000001,443.5200000000001,0,300
326,252.0,252.0,0,300
327,252.0,252.0,0,300
328,462.0,462.0,0,300
329,246.4,246.4,0,300
330,107.52000000000004,107.52000000000004,0,300
331,169.4,169.4,0,300
332,100.80000000000001,100.80000000000001,0,300
333,462.0,462.0,0,300
334,252.0,252.0,0,300
335,462.0,462.0,0,300
336,188.16000000000005,188.16000000000005,0,300
337,271.04,271.04,0,300
338,252.0,252.0,0,300
339,271.04,271.04,0,300
340,271.04,271.04,0,300
341,323.4,323.4,0,300
342,415.8,415.8,0,300
343,252.0,252.0,0,300
344,369.6000000000001,369.6000000000001,0,300
345,123.2,123.2,0,300
346,462.0,462.0,0,300
347,246.4,246.4,0,300
348,378.0,378.0,0,300
349,147.84000000000003,147.84000000000003,0,300
350,271.04,271.04,0,300
351,246.4,246.4,0,300
352,443.5200000000001,443.5200000000001,0,300
353,271.04,271.04,0,300
354,147.84000000000003,147.84000000000003,0,300
355,246.4,246.4,0,300
356,194.04000000000002,194.04000000000002,0,300
357,134.4,134.4,0,300
358,123.2,123.2,0,300
359,188.16000000000005,188.16000000000005,0,300
360,123.2,123.2,0,300
361,415.8,415.8,0,300
362,323.4,323.4,0,300
363,246.4,246.4,0,300
364,369.6000000000001,369.6000000000001,0,300
365,369.6000000000001,369.6000000000001,0,300
366,194.04000000000002,194.04000000000002,0,300
367,123.2,123.2,0,300
368,378.0,378.0,0,300
369,369.6000000000001,369.6000000000001,0,300
370,369.6000000000001,369.6000000000001,0,300
371,378.0,378.0,0,300
372,369.6000000000001,369.6000000000001,0,300
373,147.84000000000003,147.84000000000003,0,300
374,378.0,378.0,0,300
375,252.0,252.0,0,300
376,147.84000000000003,147.84000000000003,0,300
377,323.4,323.4,0,300
378,147.84000000000003,147.84000000000003,0,300
379,271.04,271.04,0,300
380,443.5200000000001,443.5200000000001,0,300
381,169.4,169.4,0,300
382,462.0,462.0,0,300
383,271.04,271.04,0,300
384,369.6000000000001,369.6000000000001,0,300
385,271.04,271.04,0,300
386,415.8,415.8,0,300
387,443.5200000000001,443.5200000000001,0,300
388,462.0,462.0,0,300
389,246.4,246.4,0,300
390,323.4,323.4,0,300
391,246.4,246.4,0,300
392,415.8,415.8,0,300
393,188.16000000000005,188.16000000000005,0,300
394,169.4,169.4,0,300
395,323.4,323.4,0,300
396,323.4,323.4,0,300
397,123.2,123.2,0,300
398,194.04000000000002,194.04000000000002,0,300
399,323.4,323.4,0,300
400,194.04000000000002,194.04000000000002,0,300
401,369.6000000000001,369.6000000000001,0,300
402,169.4,169.4,0,300
403,100.80000000000001,100.80000000000001,0,300
404,169.4,169.4,0,300
405,271.04,271.04,0,300
406,188.16000000000005,188.16000000000005,0,300
407,107.52000000000004,107.52000000000004,0,300
408,323.4,323.4,0,300
409,169.4,169.4,0,300
410,100.80000000000001,100.80000000000001,0,300
411,169.4,169.4,0,300
412,252.0,252.0,0,300
413,415.8,415.8,0,300
414,271.04,271.04,0,300
415,415.8,415.8,0,300
416,443.5200000000001,443.5200000000001,0,300
417,369.6000000000001,369.6000000000001,0,300
418,323.4,323.4,0,300
419,169.4,169.4,0,300
420,415.8,415.8,0,300
421,252.0,252.0,0,300
422,443.5200000000001,443.5200000000001,0,300
423,415.8,415.8,0,300
424,169.4,169.4,0,300
425,271.04,271.04,0,300
426,188.16000000000005,188.16000000000005,0,300
427,147.84000000000003,147.84000000000003,0,300
428,443.5200000000001,443.5200000000001,0,300
429,188.16000000000005,188.16000000000005,0,300
430,252.0,252.0,0,300
431,194.04000000000002,194.04000000000002,0,300
432,241.92000000000002,241.92000000000002,0,300
433,246.4,246.4,0,300
434,415.8,415.8,0,300
435,147.84000000000003,147.84000000000003,0,300
436,323.4,323.4,0,300
437,252.0,252.0,0,300
438,462.0,462.0,0,300
439,443.5200000000001,443.5200000000001,0,300
440,107.52000000000004,107.52000000000004,0,300
441,188.16000000000005,188.16000000000005,0,300
442,323.4,323.4,0,300
443,246.4,246.4,0,300
444,246.4,246.4,0,300
445,378.0,378.0,0,300
446,415.8,415.8,0,300
447,369.6000000000001,369.6000000000001,0,300
448,123.2,123.2,0,300
449,378.0,378.0,0,300
450,241.92000000000002,241.92000000000002,0,300
451,123.2,123.2,0,300
452,194.04000000000002,194.04000000000002,0,300
453,252.0,252.0,0,300
454,415.8,415.8,0,300
455,369.6000000000001,369.6000000000001,0,300
456,188.16000000000005,188.16000000000005,0,300
457,246.4,246.4,0,300
458,169.4,169.4,0,300
459,271.04,271.04,0,300
460,123.2,123.2,0,300
461,369.6000000000001,369.6000000000001,0,300
462,169.4,169.4,0,300
463,188.16000000000005,188.16000000000005,0,300
464,169.4,169.4,0,300
465,323.4,323.4,0,300
466,134.4,134.4,0,300
467,252.0,252.0,0,300
468,134.4,134.4,0,300
469,369.6000000000001,369.6000000000001,0,300
470,188.16000000000005,188.16000000000005,0,300
471,246.4,246.4,0,300
472,443.5200000000001,443.5200000000001,0,300
473,246.4,246.4,0,300
474,323.4,323.4,0,300
475,147.84000000000003,147.84000000000003,0,300
476,369.6000000000001,369.6000000000001,0,300
477,100.80000000000001,100.80000000000001,0,300
478,378.0,378.0,0,300
479,246.4,246.4,0,300
480,252.0,252.0,0,300
481,378.0,378.0,0,300
482,169.4,169.4,0,300
483,123.2,123.2,0,300
484,252.0,252.0,0,300
485,241.92000000000002,241.92000000000002,0,300
486,271.04,271.04,0,300
487,134.4,134.4,0,300
488,169.4,169.4,0,300
489,369.6000000000001,369.6000000000001,0,300
490,246.4,246.4,0,300
491,169.4,169.4,0,300
492,462.0,462.0,0,300
493,123.2,123.2,0,300
494,147.84000000000003,147.84000000000003,0,300
495,134.4,134.4,0,300
496,378.0,378.0,0,300
497,369.6000000000001,369.6000000000001,0,300
498,169.4,169.4,0,300
499,188.16000000000005,188.16000000000005,0,300
500,188.16000000000005,188.16000000000005,0,300
501,252.0,252.0,0,300
502,169.4,169.4,0,300
503,369.6000000000001,369.6000000000001,0,300
504,271.04,271.04,0,300
505,369.6000000000001,369.6000000000001,0,300
506,246.4,246.4,0,300
507,378.0,378.0,0,300
508,369.6000000000001,369.6000000000001,0,300
509,194.04000000000002,194.04000000000002,0,300
510,369.6000000000001,369.6000000000001,0,300
511,369.6000000000001,369.6000000000001,0,300
512,252.0,252.0,0,300
513,378.0,378.0,0,300
514,246.4,246.4,0,300
515,443.5200000000001,443.5200000000001,0,300
516,369.6000000000001,369.6000000000001,0,300
517,188.16000000000005,188.16000000000005,0,300
518,194.04000000000002,194.04000000000002,0,300
519,241.92000000000002,241.92000000000002,0,300
520,107.52000000000004,107.52000000000004,0,300
521,194.04000000000002,194.04000000000002,0,300
522,241.92000000000002,241.92000000000002,0,300
523,369.6000000000001,369.6000000000001,0,300
524,246.4,246.4,0,300
525,252.0,252.0,0,300
526,241.92000000000002,241.92000000000002,0,300
527,194.04000000000002,194.04000000000002,0,300
528,415.8,415.8,0,300
529,169.4,169.4,0,300
530,369.6000000000001,369.6000000000001,0,300
531,169.4,169.4,0,300
532,246.4,246.4,0,300
533,462.0,462.0,0,300
534,252.0,252.0,0,300
535,194.04000000000002,194.04000000000002,0,300
536,415.8,415.8,0,300
537,323.4,323.4,0,300
538,252.0,252.0,0,300
539,100.80000000000001,100.80000000000001,0,300
540,323.4,323.4,0,300
541,147.84000000000003,147.84000000000003,0,300
542,252.0,252.0,0,300
543,123.2,123.2,0,300
544,169.4,169.4,0,300
545,378.0,378.0,0,300
546,246.4,246.4,0,300
547,246.4,246.4,0,300
548,147.84000000000003,147.84000000000003,0,300
549,169.4,169.4,0,300
550,194.04000000000002,194.04000000000002,0,300
551,369.6000000000001,369.6000000000001,0,300
552,378.0,378.0,0,300
553,107.52000000000004,107.52000000000004,0,300
554,415.8,415.8,0,300
555,462.0,462.0,0,300
556,369.6000000000001,369.6000000000001,0,300
557,369.6000000000001,369.6000000000001,0,300
558,241.92000000000002,241.92000000000002,0,300
559,252.0,252.0,0,300
560,194.04000000000002,194.04000000000002,0,300
561,107.52000000000004,107.52000000000004,0,300
562,188.16000000000005,188.16000000000005,0,300
563,194.04000000000002,194.04000000000002,0,300
564,188.16000000000005,188.16000000000005,0,300
565,369.6000000000001,369.6000000000001,0,300
566,271.04,271.04,0,300
567,378.0,378.0,0,300
568,378.0,378.0,0,300
569,188.16000000000005,188.16000000000005,0,300
570,123.2,123.2,0,300
571,246.4,246.4,0,300
572,134.4,134.4,0,300
573,194.04000000000002,194.04000000000002,0,300
574,443.5200000000001,443.5200000000001,0,300
575,134.4,134.4,0,300
576,246.4,246.4,0,300
577,147.84000000000003,147.84000000000003,0,300
578,169.4,169.4,0,300
579,252.0,252.0,0,300
580,323.4,323.4,0,300
581,252.0,252.0,0,300
582,415.8,415.8,0,300
583,252.0,252.0,0,300
584,271.04,271.04,0,300
585,252.0,252.0,0,300
586,194.04000000000002,194.04000000000002,0,300
587,107.52000000000004,107.52000000000004,0,300
588,369.6000000000001,369.6000000000001,0,300
589,415.8,415.8,0,300
590,252.0,252.0,0,300
591,443.5200000000001,443.5200000000001,0,300
592,252.0,252.0,0,300
593,415.8,415.8,0,300
594,369.6000000000001,369.6000000000001,0,300
595,246.4,246.4,0,300
596,147.84000000000003,147.84000000000003,0,300
597,100.80000000000001,100.80000000000001,0,300
598,323.4,323.4,0,300
599,188.16000000000005,188.16000000000005,0,300
600,252.0,252.0,0,300
601,369.6000000000001,369.6000000000001,0,300
602,100.80000000000001,100.80000000000001,0,300
603,323.4,323.4,0,300
604,147.84000000000003,147.84000000000003,0,300
605,252.0,252.0,0,300
606,415.8,415.8,0,300
607,378.0,378.0,0,300
608,241.92000000000002,241.92000000000002,0,300
609,252.0,252.0,0,300
610,134.4,134.4,0,300
611,169.4,169.4,0,300
612,246.4,246.4,0,300
613,462.0,462.0,0,300
614,169.4,169.4,0,300
615,443.5200000000001,443.5200000000001,0,300
616,252.0,252.0,0,300
617,107.52000000000004,107.52000000000004,0,300
618,369.6000000000001,369.6000000000001,0,300
619,462.0,462.0,0,300
620,246.4,246.4,0,300
621,188.16000000000005,188.16000000000005,0,300
622,369.6000000000001,369.6000000000001,0,300
623,134.4,134.4,0,300
624,107.52000000000004,107.52000000000004,0,300
625,169.4,169.4,0,300
626,169.4,169.4,0,300
627,147.84000000000003,147.84000000000003,0,300
628,271.04,271.04,0,300
629,241.92000000000002,241.92000000000002,0,300
630,369.6000000000001,369.6000000000001,0,300
631,369.6000000000001,369.6000000000001,0,300
632,123.2,123.2,0,300
633,415.8,415.8,0,300
634,107.52000000000004,107.52000000000004,0,300
635,194.04000000000002,194.04000000000002,0,300
636,378.0,378.0,0,300
637,252.0,252.0,0,300
638,252.0,252.0,0,300
639,188.16000000000005,188.16000000000005,0,300
640,252.0,252.0,0,300
641,252.0,252.0,0,300
642,252.0,252.0,0,300
643,443.5200000000001,443.5200000000001,0,300
644,252.0,252.0,0,300
645,123.2,123.2,0,300
646,369.6000000000001,369.6000000000001,0,300
647,378.0,378.0,0,300
648,323.4,323.4,0,300
649,123.2,123.2,0,300
650,323.4,323.4,0,300
651,107.52000000000004,107.52000000000004,0,300
652,100.80000000000001,100.80000000000001,0,300
653,194.04000000000002,194.04000000000002,0,300
654,323.4,323.4,0,300
655,369.6000000000001,369.6000000000001,0,300
656,252.0,252.0,0,300
657,271.04,271.04,0,300
658,252.0,252.0,0,300
659,252.0,252.0,0,300
660,271.04,271.04,0,300
661,443.5200000000001,443.5200000000001,0,300
662,123.2,123.2,0,300
663,462.0,462.0,0,300
664,369.6000000000001,369.6000000000001,0,300
665,134.4,134.4,0,300
666,369.6000000000001,369.6000000000001,0,300
667,271.04,271.04,0,300
668,369.6000000000001,369.6000000000001,0,300
669,169.4,169.4,0,300
670,169.4,169.4,0,300
671,100.80000000000001,100.80000000000001,0,300
672,252.0,252.0,0,300
673,241.92000000000002,241.92000000000002,0,300
674,107.52000000000004,107.52000000000004,0,300
675,188.16000000000005,188.16000000000005,0,300
676,252.0,252.0,0,300
677,443.5200000000001,443.5200000000001,0,300
678,134.4,134.4,0,300
679,246.4,246.4,0,300
680,369.6000000000001,369.6000000000001,0,300
681,188.16000000000005,188.16000000000005,0,300
682,100.80000000000001,100.80000000000001,0,300
683,169.4,169.4,0,300
684,443.5200000000001,443.5200000000001,0,300
685,100.80000000000001,100.80000000000001,0,300
686,107.52000000000004,107.52000000000004,0,300
687,271.04,271.04,0,300
688,188.16000000000005,188.16000000000005,0,300
689,246.4,246.4,0,300
690,443.5200000000001,443.5200000000001,0,300
691,252.0,252.0,0,300
692,169.4,169.4,0,300
693,147.84000000000003,147.84000000000003,0,300
694,369.6000000000001,369.6000000000001,0,300
695,443.5200000000001,443.5200000000001,0,300
696,123.2,123.2,0,300
697,188.16000000000005,188.16000000000005,0,300
698,462.0,462.0,0,300
699,100.80000000000001,100.80000000000001,0,300
700,323.4,323.4,0,300
701,147.84000000000003,147.84000000000003,0,300
702,188.16000000000005,188.16000000000005,0,300
703,194.04000000000002,194.04000000000002,0,300
704,246.4,246.4,0,300
705,369.6000000000001,369.6000000000001,0,300
706,107.52000000000004,107.52000000000004,0,300
707,271.04,271.04,0,300
708,169.4,169.4,0,300
709,123.2,123.2,0,300
710,134.4,134.4,0,300
711,252.0,252.0,0,300
712,246.4,246.4,0,300
713,169.4,169.4,0,300
714,134.4,134.4,0,300
715,134.4,134.4,0,300
716,188.16000000000005,188.16000000000005,0,300
717,369.6000000000001,369.6000000000001,0,300
718,252.0,252.0,0,300
719,252.0,252.0,0,300
720,252.0,252.0,0,300
721,123.2,123.2,0,300
722,241.92000000000002,241.92000000000002,0,300
723,271.04,271.04,0,300
724,188.16000000000005,188.16000000000005,0,300
725,107.52000000000004,107.52000000000004,0,300
726,123.2,123.2,0,300
727,252.0,252.0,0,300
728,123.2,123.2,0,300
729,100.80000000000001,100.80000000000001,0,300
730,271.04,271.04,0,300
731,271.04,271.04,0,300
732,378.0,378.0,0,300
733,194.04000000000002,194.04000000000002,0,300
734,169.4,169.4,0,300
735,443.5200000000001,443.5200000000001,0,300
736,378.0,378.0,0,300
737,241.92000000000002,241.92000000000002,0,300
738,100.80000000000001,100.80000000000001,0,300
739,252.0,252.0,0,300
740,147.84000000000003,147.84000000000003,0,300
741,415.8,415.8,0,300
742,169.4,169.4,0,300
743,169.4,169.4,0,300
744,378.0,378.0,0,300
745,147.84000000000003,147.84000000000003,0,300
746,188.16000000000005,188.16000000000005,0,300
747,323.4,323.4,0,300
748,188.16000000000005,188.16000000000005,0,300
749,169.4,169.4,0,300
750,107.52000000000004,107.52000000000004,0,300
751,169.4,169.4,0,300
752,323.4,323.4,0,300
753,415.8,415.8,0,300
754,107.52000000000004,107.52000000000004,0,300
755,252.0,252.0,0,300
756,188.16000000000005,188.16000000000005,0,300
757,415.8,415.8,0,300
758,252.0,252.0,0,300
759,194.04000000000002,194.04000000000002,0,300
760,369.6000000000001,369.6000000000001,0,300
761,378.0,378.0,0,300
762,323.4,323.4,0,300
763,271.04,271.04,0,300
764,107.52000000000004,107.52000000000004,0,300
765,252.0,252.0,0,300
766,107.52000000000004,107.52000000000004,0,300
767,194.04000000000002,194.04000000000002,0,300
768,100.80000000000001,100.80000000000001,0,300
769,252.0,252.0,0,300
770,378.0,378.0,0,300
771,169.4,169.4,0,300
772,246.4,246.4,0,300
773,323.4,323.4,0,300
774,169.4,169.4,0,300
775,246.4,246.4,0,300
776,415.8,415.8,0,300
777,443.5200000000001,443.5200000000001,0,300
778,443.5200000000001,443.5200000000001,0,300
779,252.0,252.0,0,300
780,100.80000000000001,100.80000000000001,0,300
781,107.52000000000004,107.52000000000004,0,300
782,188.16000000000005,188.16000000000005,0,300
783,241.92000000000002,241.92000000000002,0,300
784,323.4,323.4,0,300
785,369.6000000000001,369.6000000000001,0,300
786,369.6000000000001,369.6000000000001,0,300
787,241.92000000000002,241.92000000000002,0,300
788,169.4,169.4,0,300
789,107.52000000000004,107.52000000000004,0,300
790,188.16000000000005,188.16000000000005,0,300
791,378.0,378.0,0,300
792,241.92000000000002,241.92000000000002,0,300
793,252.0,252.0,0,300
794,443.5200000000001,443.5200000000001,0,300
795,378.0,378.0,0,300
796,241.92000000000002,241.92000000000002,0,300
797,107.52000000000004,107.52000000000004,0,300
798,369.6000000000001,369.6000000000001,0,300
799,443.5200000000001,443.5200000000001,0,300
